rank,player,team,position,goals,assists,minutes_played,source_url,retrieved_date
998,Takehiro Tomiyasu,JPN,DF,0,0,208,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
999,Redouane Halhal,MAR,DF,0,0,208,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1000,Josue Casimir,HAI,FW,0,0,208,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1001,Hakan Calhanoglu,TUR,MF,0,0,208,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1001,Merih Demiral,TUR,DF,0,0,208,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1003,Jarell Quansah,ENG,DF,0,0,208,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1004,Pavel Sulc,CZE,FW,0,0,209,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1005,Zidane Iqbal,IRQ,MF,0,0,210,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1006,Cedric Bakambu,COD,FW,0,0,210,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1007,Silvan Widmer,SUI,DF,0,0,210,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1008,Stjepan Radeljic,BIH,DF,0,0,211,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1009,Federico Vinas,URU,FW,0,0,211,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1010,Moteb Alharbi,KSA,DF,0,0,213,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1011,Paik Seungho,KOR,MF,0,0,216,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1012,Damian Bobadilla,PAR,MF,0,0,216,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1013,Giuliano Simeone,ARG,FW,0,0,217,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1014,Joao Felix,POR,FW,0,0,218,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1015,Ngalayel Mukau,COD,MF,0,0,220,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1016,Moise Bombito,CAN,DF,0,0,221,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1017,Ivan Sunjic,BIH,MF,0,0,221,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1018,Mohamed Amine Ben Hmida,TUN,DF,0,0,221,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1019,Ao Tanaka,JPN,MF,0,0,225,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1020,Brian Gutierrez,MEX,MF,0,0,226,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
1021,Sarpreet Singh,NZL,MF,0,0,227,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
